text,label
play who be i with my sister,neutral
true that do not know why i bother this morning co i just put it up in a pony soon a i get to work anyways,negative
yeah sorry i be busy last night ill try and go next week,negative
agwl talk to whom this shah rukh khan be an imposter here lol by the way thanx for the follow,neutral
in school with victoria bryan no more school soon sadd i be,negative
pearson,neutral
just get out of the vast show it kick just a mindblowing live a on cd sang my fave song i be n awe,positive
so i think my son might have the flu because i def just clean up a stanky puke mess poor pumkpin,neutral
at an art party no crazy artist a such bit padestrian no skanking,neutral
pooping in a pennsylvania rest stop i hate use public toilet,negative
yeah yeah how the heck be you anyway sastch it up again this year i have to bail out for lack of expense,neutral
remeber my blue dolphin i wear it out think victoria day gift for me,neutral
ahahaha that be funny,positive
coffee do not turn out good tiday but excellent,neutral
stun weather todaythis afternoonnow could not ask for good,positive
wassup with you this morning,neutral
tshwane want double rate but try and phone to get service endless loop fail,negative
saw kim kardashian on robertson today eat a hella good sandwich at bay city in santa monica and just download a lot of new song,positive
the geek in me win i be build my own photoblog theme,positive
haha hey well if you be in the elevator you should have say more,neutral
start tomorrow and i start to study again,neutral
at natalies just finish work have the most amazing peanut butter sandwhich ever num i miss your facee,neutral
yeah p,neutral
twitter will not let me update online my update box will not work,negative
it be a beautiful mn day but i be stick inside play zelda i have get to play at least num hr today,positive
happy maders day,positive
oliver i be off by one year i really want some of jamies cook book in english not german,neutral
ahhsame here with geometry like i say before if i do not have it i would be graduate so i feel you be pain hun,negative
they just say she be very elusive should be tricky,negative
jackson already there be none leave back to cabbage soup,neutral
with rus and joe,neutral
dude can you really be a bachelor at this point do not worry about it,positive
tiesto in vicky park how excellent,positive
sorry i miss you at the farm today but dm me if you would like some photo from today,negative
anticipate a tough day ahead,negative
well maybe you can always head for cnt be sure to save some for me,positive
sorry to hear that keep the faith though i might not be as bad a you think,neutral
yeah he be also partial to jt and ti dead and go and pink sobre,neutral
first step on twitter just check,neutral
back from dinner w my family i be not meet christine anymore sunny weather tomorrow and a day out about i want red bull,neutral
heyya people,neutral
i do haha i will run be more suitable at the moment,positive
i miss out on carrot cake last night hope you have fun,neutral
happy mother day to your mom,positive
the world of beauty and pretty girl i be test new version,neutral
i know man my day off and be pull myself out of bed,negative
isp all sort i gather cheer for the birthday wish too,positive
so i can not charge you by the hour then,neutral
no that would be too easy all i have be the user manual which be not enough for me to claim his bike,positive
no mine look the same,neutral
thanks for the link i have be out of ny miss many nononline bill so know how badly my score be hit,neutral
